CUSTOMER_ID,FULL_NAME,DOB,CITY,RISK_RATING,AML_SCORE,KYC_LEVEL
C03018,Hoang Gia Kiet,1968-06-21,Can Tho,LOW,86,FULL
C03019,Vu Hoang Vy,1977-03-18,Hue,LOW,65,FULL
C03020,Ho Xuan Vy,1972-12-22,Da Nang,LOW,43,FULL
C03021,Tran Quoc Anh,1987-06-01,Vung Tau,LOW,76,FULL
C03022,Ngo Thi Nam,1968-08-11,Da Nang,LOW,71,FULL
C03023,Phan Thi Bao,1977-12-14,Ha Noi,MEDIUM,27,FULL
C03024,Hoang Hoang Tung,2003-06-22,Ho Chi Minh,LOW,10,FULL
C03025,Vo Minh Binh,1974-10-19,Quang Ninh,MEDIUM,71,FULL
C03026,Huynh Hai Nhung,1969-10-24,Quang Ninh,LOW,95,FULL
C03027,Hoang Huu Trang,1971-02-11,Da Nang,MEDIUM,51,FULL
C03028,Hoang Ngoc Linh,1992-04-12,Nha Trang,HIGH,26,FULL
C03029,Do Tuan Linh,1985-06-26,Nha Trang,LOW,87,FULL
C03030,Bui Tuan Khoa,1965-09-06,Vung Tau,MEDIUM,16,FULL
C03031,Ngo Hoang An,1978-05-29,Ha Noi,LOW,63,FULL
C03032,Vo Gia Hoang,1987-05-24,Quang Ninh,LOW,61,FULL
C03033,Phan Ngoc Kiet,1979-01-30,Ha Noi,MEDIUM,37,FULL
C03034,Bui Thu Trang,1985-01-11,Dong Nai,MEDIUM,71,FULL
C03035,Nguyen Duc Anh,1974-06-23,Nha Trang,LOW,16,FULL
C03036,Ngo Hai An,1965-10-30,Ho Chi Minh,LOW,33,FULL
C03037,Pham Hoang Huy,2003-08-19,Ho Chi Minh,LOW,18,FULL
C03038,Dang Quoc Khoa,2000-07-25,Vung Tau,HIGH,23,FULL
C03039,Le Quoc Lan,1988-05-18,Ho Chi Minh,LOW,25,FULL
C03040,Bui Thi Linh,1981-08-29,Ha Noi,MEDIUM,13,FULL
C03041,Tran Minh Dat,1985-10-08,Ho Chi Minh,MEDIUM,26,FULL
C03042,Dang Duc An,1982-11-21,Hai Phong,HIGH,77,FULL
C03043,Vu Thanh Long,1983-08-16,Dong Nai,LOW,49,FULL
C03044,Ngo Quoc Kiet,1991-11-27,Ha Noi,LOW,71,FULL
C03045,Hoang Ngoc Khang,1982-12-19,Hue,LOW,76,FULL
C03046,Le Thi Hoang,1999-03-31,Hue,LOW,16,FULL
C03047,Ngo Hoang Lan,2002-04-25,Can Tho,LOW,11,FULL
C03048,Vo Minh Son,1983-06-27,Quang Ninh,LOW,23,PARTIAL
C03049,Tran Duc Bao,1991-08-21,Can Tho,LOW,83,FULL
C03050,Tran Quoc Vy,1968-06-26,Hue,LOW,21,FULL
C03051,Tran Ngoc Nhung,1979-11-24,Hai Phong,HIGH,56,FULL
C03052,Hoang Van Son,1961-10-24,Ho Chi Minh,MEDIUM,94,FULL
C03053,Do Minh Nhung,1981-03-24,Quang Ninh,LOW,15,FULL
C03054,Bui Khanh Trang,1992-02-24,Can Tho,MEDIUM,59,PARTIAL
C03055,Dang Van Anh,1979-02-15,Ho Chi Minh,LOW,61,PARTIAL
C03056,Bui Hoang Nhung,2003-11-06,Quang Ninh,LOW,85,FULL
C03057,Duong Duc Trang,1997-08-04,Ho Chi Minh,HIGH,41,FULL
C03058,Huynh Khanh Trang,1975-05-05,Hai Phong,HIGH,32,PARTIAL
C03059,Vu Gia Binh,1964-09-16,Da Nang,LOW,81,FULL
C03060,Duong Xuan Lan,1996-03-23,Ho Chi Minh,LOW,48,FULL
C03061,Le Thu Tung,1984-02-19,Hai Phong,LOW,67,FULL
C03062,Duong Hai Anh,1998-07-10,Da Nang,LOW,7,FULL
C03063,Dang Duc An,1990-01-31,Can Tho,LOW,93,FULL
C03064,Le Minh An,1981-12-25,Da Nang,LOW,84,PARTIAL
C03065,Phan Huu Huy,1964-12-18,Hai Phong,LOW,13,FULL
C03066,Vo Van Nhung,1995-01-13,Dong Nai,LOW,25,FULL
C03067,Tran Thu Nhung,1976-04-04,Da Nang,HIGH,46,FULL
C03068,Vu Ngoc Nam,1965-12-06,Da Nang,HIGH,93,FULL
C03069,Duong Quoc Huy,1976-03-12,Dong Nai,LOW,84,FULL
C03070,Do Van Nhung,1972-06-22,Hue,MEDIUM,83,FULL
C03071,Huynh Thu An,1969-07-12,Hai Phong,LOW,66,FULL
C03072,Vo Tuan Bao,1980-08-03,Hai Phong,LOW,65,FULL
C03073,Bui Xuan Huy,1968-03-21,Ho Chi Minh,LOW,60,FULL
C03074,Vu Quoc Huy,1992-03-10,Da Nang,LOW,9,FULL
C03075,Ho Thu Khang,2004-12-20,Ho Chi Minh,LOW,93,FULL
C03076,Duong Hoang Long,1977-10-18,Can Tho,MEDIUM,9,FULL
C03077,Tran Khanh Long,1997-12-29,Dong Nai,LOW,50,FULL
C03078,Vo Huu Nam,1964-10-10,Vung Tau,LOW,46,FULL
C03079,Bui Thu Nhung,1984-06-30,Hue,LOW,72,FULL
C03080,Ngo Khanh Phuc,1976-02-04,Can Tho,MEDIUM,87,FULL
C03081,Phan Gia An,1969-12-07,Can Tho,LOW,20,FULL
C03082,Ho Huu Dat,1999-05-21,Dong Nai,LOW,63,FULL
C03083,Huynh Minh Hoang,1996-11-19,Vung Tau,HIGH,34,FULL
C03084,Vu Tuan Nhung,1970-06-27,Vung Tau,HIGH,87,FULL
C03085,Nguyen Hai An,2001-12-21,Vung Tau,MEDIUM,32,FULL
C03086,Ngo Quoc Son,1995-02-05,Nha Trang,LOW,51,FULL
C03087,Vu Hai Nam,1985-04-22,Vung Tau,MEDIUM,65,FULL
C03088,Nguyen Huu Lan,1976-06-11,Hue,MEDIUM,57,FULL
C03089,Hoang Minh Anh,1961-10-19,Da Nang,LOW,7,FULL
C03090,Dang Xuan Linh,1992-06-23,Quang Ninh,LOW,45,FULL
C03091,Ho Van Kiet,1971-03-06,Can Tho,LOW,94,FULL
C03092,Do Ngoc Dat,1960-12-07,Da Nang,MEDIUM,93,FULL
C03093,Vu Tuan Kiet,1981-12-28,Dong Nai,MEDIUM,29,FULL
C03094,Huynh Duc Nhung,1971-07-20,Can Tho,LOW,52,FULL
C03095,Le Minh Vy,1981-08-20,Ha Noi,HIGH,51,FULL
C03096,Bui Ngoc Dat,1961-02-27,Quang Ninh,LOW,83,FULL
C03097,Do Thu Nhung,1971-11-13,Ho Chi Minh,LOW,10,PARTIAL
C03098,Dang Thi Son,1989-12-29,Hai Phong,LOW,56,FULL
C03099,Pham Huu Bao,1978-07-24,Can Tho,LOW,32,FULL
C03100,Do Minh Huy,1984-10-27,Ha Noi,MEDIUM,77,FULL
C03101,Bui Quoc Nam,1974-03-16,Ha Noi,HIGH,14,FULL
C03102,Do Huu Khang,1978-07-03,Quang Ninh,LOW,91,FULL
C03103,Ngo Khanh Bao,1989-06-27,Hai Phong,LOW,34,FULL
C03104,Ho Quoc Son,1988-09-14,Nha Trang,LOW,17,FULL
C03105,Phan Xuan Nam,1984-04-23,Hai Phong,HIGH,95,FULL
C03106,Bui Quoc Binh,1960-10-14,Hue,MEDIUM,65,FULL
C03107,Vo Quoc Trang,1985-10-11,Nha Trang,HIGH,18,FULL
C03108,Vo Xuan Trang,1996-10-13,Hai Phong,LOW,61,FULL
C03109,Ho Thanh Lan,2003-08-03,Dong Nai,LOW,53,FULL
C03110,Ho Khanh Anh,1994-02-21,Dong Nai,HIGH,95,FULL
C03111,Pham Ngoc Hoang,1987-03-22,Dong Nai,LOW,31,FULL
C03112,Phan Gia Nhung,2001-05-05,Quang Ninh,MEDIUM,23,FULL
C03113,Pham Huu Tung,1965-04-12,Hue,LOW,38,FULL
C03114,Phan Hoang Dat,1998-01-05,Da Nang,MEDIUM,91,FULL
C03115,Tran Tuan Anh,1961-11-04,Hai Phong,LOW,92,FULL
C03116,Do Thu Khoa,1961-04-01,Ho Chi Minh,LOW,37,FULL
C03117,Vo Huu Khoa,1960-07-10,Hai Phong,HIGH,88,FULL
C03118,Dang Xuan Vy,2003-11-09,Hue,MEDIUM,59,PARTIAL
C03119,Vu Huu Bao,1993-09-11,Ha Noi,LOW,25,FULL
C03120,Phan Khanh Long,1995-12-10,Nha Trang,LOW,49,FULL
C03121,Ho Duc Anh,1994-10-07,Ho Chi Minh,LOW,30,FULL
C03122,Hoang Van Phuc,1963-02-12,Da Nang,MEDIUM,23,FULL
C03123,Huynh Khanh Son,1967-09-22,Ho Chi Minh,LOW,43,FULL
C03124,Ngo Hoang Khang,2001-12-07,Can Tho,HIGH,76,FULL
C03125,Huynh Xuan Lan,1983-06-01,Quang Ninh,HIGH,14,FULL
C03126,Huynh Thi Linh,1962-12-28,Nha Trang,HIGH,34,FULL
C03127,Hoang Thanh Kiet,1987-01-07,Hai Phong,LOW,53,FULL
C03128,Vo Thu Linh,1977-10-19,Ho Chi Minh,LOW,64,FULL
C03129,Ngo Hai Khoa,1966-04-16,Vung Tau,HIGH,14,FULL
C03130,Duong Quoc Vy,2003-03-18,Da Nang,MEDIUM,54,FULL
C03131,Do Duc Huy,1995-05-17,Hue,LOW,13,FULL
C03132,Huynh Quoc Huy,1964-11-18,Hue,LOW,45,FULL
C03133,Huynh Xuan Dat,1995-02-16,Hue,LOW,65,FULL
C03134,Phan Ngoc Linh,2004-09-10,Nha Trang,LOW,46,FULL
C03135,Bui Huu Khoa,1986-01-07,Quang Ninh,MEDIUM,14,FULL
C03136,Vu Khanh Dat,1997-01-01,Hai Phong,MEDIUM,21,FULL
C03137,Phan Thi Khang,1972-08-15,Quang Ninh,LOW,44,FULL
C03138,Dang Minh Trang,2003-10-07,Hai Phong,LOW,94,FULL
C03139,Le Tuan Nam,1978-06-24,Quang Ninh,LOW,88,FULL
C03140,Hoang Minh Nam,1977-12-12,Quang Ninh,MEDIUM,55,FULL
C03141,Dang Tuan Anh,1993-09-26,Ho Chi Minh,LOW,8,FULL
C03142,Vu Thu Khang,1999-12-24,Ha Noi,LOW,84,FULL
C03143,Phan Tuan Long,1961-07-29,Ha Noi,LOW,77,FULL
C03144,Nguyen Hai An,1987-08-03,Hai Phong,MEDIUM,6,FULL
C03145,Vo Tuan Lan,1993-04-17,Dong Nai,LOW,44,FULL
C03146,Ngo Ngoc Kiet,1968-09-04,Da Nang,MEDIUM,83,FULL
C03147,Hoang Van An,1985-05-07,Da Nang,LOW,13,FULL
C03148,Tran Minh Phuc,1971-10-15,Ha Noi,LOW,10,FULL
C03149,Ho Huu Kiet,1994-10-31,Quang Ninh,LOW,11,FULL
C03150,Ho Huu Khoa,1975-08-29,Hue,LOW,60,FULL
C03151,Phan Minh Vy,1978-05-02,Ha Noi,LOW,59,FULL
C03152,Ho Minh Linh,1993-12-24,Nha Trang,LOW,45,FULL
C03153,Tran Minh Hoang,1989-07-24,Quang Ninh,HIGH,80,FULL
C03154,Nguyen Thu Anh,1986-12-29,Ho Chi Minh,LOW,40,FULL
C03155,Bui Khanh Khang,1966-11-03,Hai Phong,HIGH,93,FULL
C03156,Tran Tuan Lan,1999-12-18,Quang Ninh,LOW,71,FULL
C03157,Tran Minh Bao,1967-02-28,Can Tho,LOW,9,FULL
C03158,Duong Tuan Hoang,1961-01-12,Quang Ninh,LOW,26,FULL
C03159,Bui Quoc Phuc,1967-05-04,Hue,LOW,19,FULL
C03160,Dang Thanh Nhung,2000-11-07,Can Tho,LOW,9,FULL
C03161,Hoang Hoang Huy,1984-12-09,Quang Ninh,LOW,66,FULL
C03162,Bui Tuan Binh,1997-04-07,Quang Ninh,LOW,43,FULL
C03163,Ngo Thu Linh,1988-01-03,Da Nang,LOW,14,FULL
C03164,Vu Huu Long,1963-02-06,Ho Chi Minh,LOW,43,FULL
C03165,Tran Thanh Phuc,1984-10-15,Vung Tau,LOW,54,FULL
C03166,Vu Ngoc Lan,1999-10-06,Vung Tau,LOW,88,FULL
C03167,Vo Hoang Trang,1990-05-12,Can Tho,LOW,70,FULL
C03168,Hoang Gia An,1960-03-05,Hue,LOW,33,PARTIAL
C03169,Dang Tuan Kiet,1969-06-21,Hai Phong,LOW,80,FULL
C03170,Ho Minh Lan,1969-09-25,Ho Chi Minh,LOW,9,FULL
C03171,Huynh Thanh Hoang,1975-08-15,Hue,MEDIUM,32,FULL
C03172,Huynh Thu Son,1993-03-26,Can Tho,MEDIUM,38,FULL
C03173,Phan Quoc Lan,1963-12-15,Nha Trang,LOW,62,FULL
C03174,Dang Khanh Khang,1994-08-03,Da Nang,HIGH,25,FULL
C03175,Bui Thi Dat,1964-04-30,Ha Noi,LOW,92,FULL
C03176,Duong Hoang Vy,1996-04-26,Da Nang,HIGH,28,FULL
C03177,Huynh Quoc Huy,1963-03-22,Hai Phong,MEDIUM,75,FULL
C03178,Dang Tuan Kiet,2003-08-20,Dong Nai,LOW,57,FULL
C03179,Nguyen Ngoc Tung,1983-02-03,Ho Chi Minh,LOW,53,FULL
C03180,Huynh Xuan Kiet,1961-08-03,Can Tho,HIGH,89,FULL
C03181,Hoang Thi Son,1997-01-07,Ho Chi Minh,LOW,10,FULL
C03182,Nguyen Ngoc Nam,2002-03-06,Ho Chi Minh,LOW,88,FULL
C03183,Dang Minh Khoa,1980-03-21,Ha Noi,LOW,70,FULL
C03184,Do Thanh Binh,1982-05-20,Hai Phong,LOW,69,FULL
C03185,Hoang Thu Dat,1969-12-10,Vung Tau,LOW,28,PARTIAL
C03186,Nguyen Hoang Khoa,1965-12-14,Da Nang,LOW,84,FULL
C03187,Bui Ngoc Phuc,2005-01-27,Can Tho,LOW,43,FULL
C03188,Tran Thi Trang,1979-06-17,Quang Ninh,MEDIUM,84,FULL
C03189,Tran Gia Phuc,1994-09-05,Ho Chi Minh,LOW,38,FULL
C03190,Vo Quoc Hoang,1994-03-07,Hue,LOW,43,PARTIAL
C03191,Vu Minh Vy,1991-09-15,Quang Ninh,MEDIUM,40,FULL
C03192,Bui Duc Vy,1962-08-03,Can Tho,LOW,48,FULL
C03193,Vu Hoang Linh,1980-01-26,Ho Chi Minh,LOW,65,FULL
C03194,Duong Quoc Dat,1991-11-03,Nha Trang,HIGH,51,FULL
C03195,Bui Tuan Linh,2003-12-25,Da Nang,MEDIUM,44,FULL
C03196,Huynh Thu Vy,1997-08-22,Da Nang,LOW,84,FULL
C03197,Nguyen Hoang Nhung,1991-08-09,Nha Trang,LOW,81,FULL
C03198,Nguyen Gia Binh,1970-02-11,Quang Ninh,LOW,46,PARTIAL
C03199,Le Hai Long,1963-12-15,Dong Nai,LOW,44,FULL
C03200,Bui Ngoc Lan,1995-12-16,Dong Nai,MEDIUM,64,FULL
C03201,Do Minh Linh,1994-11-26,Quang Ninh,LOW,77,FULL
C03202,Huynh Thu Vy,1978-02-23,Vung Tau,LOW,62,FULL
C03203,Pham Gia Son,1997-06-04,Quang Ninh,HIGH,16,FULL
C03204,Dang Gia Khoa,1999-10-10,Quang Ninh,LOW,27,PARTIAL
C03205,Vu Thi Long,1985-02-11,Hai Phong,LOW,70,FULL
C03206,Hoang Khanh Nhung,1980-12-25,Ho Chi Minh,LOW,37,FULL
C03207,Ho Thi Khoa,2002-10-22,Ha Noi,MEDIUM,49,FULL
C03208,Bui Huu Binh,1978-11-02,Vung Tau,HIGH,66,PARTIAL
C03209,Pham Thanh Lan,1977-11-09,Dong Nai,HIGH,7,FULL
C03210,Ngo Thi Anh,2000-06-01,Ho Chi Minh,LOW,37,FULL
C03211,Le Van An,1979-09-12,Can Tho,LOW,40,FULL
C03212,Vo Tuan Huy,1969-02-20,Nha Trang,LOW,6,FULL
C03213,Do Minh Nam,1974-09-12,Can Tho,HIGH,68,FULL
C03214,Vo Thi Vy,1980-03-17,Can Tho,LOW,37,FULL
C03215,Bui Gia An,1993-04-15,Ho Chi Minh,HIGH,84,FULL
C03216,Huynh Xuan Nhung,1999-02-10,Can Tho,LOW,61,PARTIAL
C03217,Tran Hoang Phuc,1977-03-17,Vung Tau,LOW,26,FULL
C03218,Duong Huu Long,1987-01-14,Ho Chi Minh,LOW,16,FULL
C03219,Pham Gia Khoa,1987-11-09,Hue,HIGH,74,PARTIAL
C03220,Vu Duc Son,1977-10-20,Quang Ninh,LOW,19,FULL
C03221,Phan Hai Khang,2002-07-03,Dong Nai,LOW,70,FULL
C03222,Hoang Minh Linh,2002-07-10,Vung Tau,MEDIUM,9,FULL
C03223,Hoang Gia Anh,2005-06-09,Ho Chi Minh,HIGH,60,FULL
C03224,Vu Duc Bao,1985-10-04,Vung Tau,LOW,81,FULL
C03225,Vu Huu Kiet,1997-02-20,Hai Phong,LOW,74,PARTIAL
C03226,Vu Huu Lan,1986-09-09,Ha Noi,LOW,85,PARTIAL
C03227,Ho Huu Khoa,1975-07-30,Vung Tau,MEDIUM,25,PARTIAL
C03228,Do Tuan Bao,1969-09-02,Ha Noi,MEDIUM,63,FULL
C03229,Duong Gia Bao,1964-04-26,Dong Nai,LOW,85,FULL
C03230,Duong Quoc Kiet,1982-04-16,Ha Noi,MEDIUM,21,FULL
C03231,Huynh Xuan Dat,1990-11-06,Quang Ninh,LOW,88,PARTIAL
C03232,Duong Ngoc Tung,1980-03-21,Nha Trang,LOW,26,PARTIAL
C03233,Tran Xuan Long,1997-05-31,Can Tho,HIGH,21,FULL
C03234,Tran Huu Long,2003-12-26,Dong Nai,LOW,56,FULL
C03235,Do Hai Kiet,1966-12-10,Quang Ninh,LOW,88,FULL
C03236,Ngo Thanh Tung,1976-04-17,Hai Phong,LOW,8,FULL
C03237,Le Hai Nhung,1978-11-21,Ha Noi,LOW,29,PARTIAL
C03238,Le Quoc Khoa,2002-01-04,Nha Trang,LOW,34,FULL
C03239,Ho Quoc Tung,1963-08-11,Ho Chi Minh,LOW,73,FULL
C03240,Tran Khanh Dat,2000-06-24,Dong Nai,LOW,66,FULL
C03241,Tran Khanh Kiet,1969-08-26,Hai Phong,LOW,76,FULL
C03242,Vo Thi Son,1996-11-23,Quang Ninh,LOW,19,FULL
C03243,Nguyen Ngoc Hoang,1970-03-17,Ho Chi Minh,LOW,49,FULL
C03244,Bui Hoang Lan,1987-07-15,Hai Phong,HIGH,80,PARTIAL
C03245,Ho Hoang Lan,1979-02-14,Da Nang,LOW,84,FULL
C03246,Bui Duc Bao,1985-03-19,Da Nang,LOW,86,FULL
C03247,Vo Gia Khoa,1997-11-24,Ha Noi,LOW,20,FULL
C03248,Dang Khanh Vy,2004-02-03,Dong Nai,LOW,95,FULL
C03249,Huynh Khanh Nhung,1964-06-23,Ha Noi,LOW,93,FULL
C03250,Huynh Tuan Vy,1986-01-09,Vung Tau,LOW,20,FULL
C03251,Nguyen Hoang An,1963-07-15,Ha Noi,MEDIUM,30,FULL
C03252,Pham Hai Phuc,1995-12-07,Ho Chi Minh,MEDIUM,11,PARTIAL
C03253,Dang Thanh Khang,1982-09-16,Da Nang,MEDIUM,66,FULL
C03254,Bui Van Huy,1972-04-24,Hai Phong,LOW,77,FULL
C03255,Ho Thi Kiet,1961-03-01,Can Tho,LOW,62,PARTIAL
C03256,Huynh Thi Son,1997-05-11,Hue,MEDIUM,63,FULL
C03257,Ngo Thanh Lan,2000-10-21,Da Nang,LOW,86,FULL
C03258,Vo Thanh Anh,1965-02-18,Ho Chi Minh,LOW,71,FULL
C03259,Huynh Thanh Anh,2004-08-16,Ha Noi,LOW,66,PARTIAL
C03260,Tran Thi Long,1968-12-25,Da Nang,LOW,8,FULL
C03261,Le Thi Nhung,1973-02-15,Dong Nai,HIGH,12,FULL
C03262,Ngo Thanh Kiet,1986-06-23,Can Tho,MEDIUM,24,FULL
C03263,Pham Duc Trang,1993-09-07,Ho Chi Minh,LOW,68,FULL
C03264,Dang Thu Hoang,1984-12-23,Vung Tau,MEDIUM,73,FULL
C03265,Dang Gia Binh,1970-11-03,Hue,MEDIUM,65,FULL
C03266,Phan Huu Hoang,2000-12-25,Ha Noi,LOW,24,FULL
C03267,Pham Duc Anh,1971-06-30,Ho Chi Minh,LOW,27,FULL
C03268,Pham Gia Huy,1976-08-02,Hai Phong,LOW,56,FULL
C03269,Le Tuan Nhung,1973-09-22,Ho Chi Minh,LOW,36,FULL
C03270,Le Hai Long,1978-01-28,Hue,LOW,16,FULL
C03271,Nguyen Quoc Binh,1963-02-02,Hue,LOW,15,FULL
C03272,Duong Hai Dat,1969-03-24,Nha Trang,LOW,94,FULL
C03273,Phan Khanh Kiet,1994-09-06,Hue,LOW,95,FULL
C03274,Hoang Thi Anh,1970-10-16,Ho Chi Minh,LOW,48,FULL
C03275,Huynh Hoang Binh,1997-04-09,Hai Phong,MEDIUM,81,FULL
C03276,Hoang Minh Long,1987-06-17,Ho Chi Minh,LOW,13,FULL
C03277,Tran Quoc Phuc,1977-04-10,Can Tho,HIGH,83,FULL
C03278,Ho Van Trang,1987-02-10,Hai Phong,LOW,60,FULL
C03279,Pham Thi Hoang,1995-08-10,Da Nang,LOW,75,FULL
C03280,Tran Tuan Hoang,1985-04-16,Can Tho,MEDIUM,42,FULL
C03281,Le Huu Lan,1992-05-24,Nha Trang,MEDIUM,21,FULL
C03282,Le Duc Nam,1965-11-09,Hue,HIGH,65,FULL
C03283,Vu Khanh Nhung,1990-03-02,Quang Ninh,LOW,69,FULL
C03284,Huynh Hoang Dat,1988-07-31,Ho Chi Minh,LOW,34,FULL
C03285,Dang Thi Lan,1974-10-29,Ha Noi,LOW,44,PARTIAL
C03286,Dang Huu An,1967-09-06,Ha Noi,LOW,88,PARTIAL
C03287,Ho Van An,1983-02-27,Hue,MEDIUM,61,FULL
C03288,Ngo Ngoc Anh,1985-03-28,Da Nang,LOW,58,FULL
C03289,Vo Van Vy,1982-07-28,Dong Nai,MEDIUM,68,FULL
C03290,Bui Van Nam,1962-03-27,Can Tho,LOW,87,FULL
C03291,Vo Van Khoa,1999-10-03,Quang Ninh,LOW,17,FULL
C03292,Le Huu Vy,1986-06-09,Can Tho,LOW,91,FULL
C03293,Duong Hai Linh,1973-06-21,Ho Chi Minh,MEDIUM,6,FULL
C03294,Nguyen Ngoc An,1984-05-03,Vung Tau,LOW,73,FULL
C03295,Tran Thi Nam,1983-10-22,Nha Trang,LOW,44,PARTIAL
C03296,Pham Duc Huy,2003-07-24,Nha Trang,LOW,13,PARTIAL
C03297,Do Duc Long,1965-06-28,Ha Noi,LOW,39,FULL
C03298,Tran Khanh Binh,1981-06-17,Ha Noi,MEDIUM,77,FULL
C03299,Duong Khanh Nam,1983-11-01,Dong Nai,HIGH,52,FULL
C03300,Nguyen Thi Hoang,1962-03-06,Can Tho,HIGH,35,PARTIAL
C03301,Ngo Van Anh,1982-06-27,Hue,LOW,86,FULL
C03302,Hoang Minh Bao,1988-10-03,Can Tho,MEDIUM,65,FULL
C03303,Phan Van Huy,1993-05-14,Quang Ninh,LOW,54,PARTIAL
C03304,Duong Duc Tung,1969-05-24,Nha Trang,LOW,66,FULL
C03305,Duong Tuan Khoa,1976-08-09,Hue,HIGH,31,FULL
C03306,Duong Ngoc Trang,1971-11-30,Dong Nai,LOW,48,FULL
C03307,Ho Hai Lan,1994-03-24,Quang Ninh,LOW,77,FULL
C03308,Ngo Xuan Binh,1971-09-22,Ha Noi,LOW,12,FULL
C03309,Phan Hai Anh,1970-01-13,Hue,LOW,46,FULL
C03310,Duong Gia Son,1971-08-25,Ho Chi Minh,LOW,36,PARTIAL
C03311,Do Thanh Huy,1978-10-26,Hue,LOW,72,FULL
C03312,Vo Thu Nhung,1974-11-11,Ho Chi Minh,MEDIUM,91,PARTIAL
C03313,Bui Ngoc Long,1975-07-08,Ho Chi Minh,LOW,89,PARTIAL
C03314,Bui Quoc Trang,1990-06-04,Hai Phong,HIGH,17,FULL
C03315,Vo Thi Tung,1974-07-19,Vung Tau,LOW,52,FULL
C03316,Phan Van Nhung,1972-03-22,Nha Trang,MEDIUM,6,FULL
C03317,Ngo Huu Huy,1979-08-04,Da Nang,LOW,33,PARTIAL
C03318,Huynh Minh Lan,1971-11-06,Ho Chi Minh,LOW,33,FULL
C03319,Phan Van Nam,1984-01-16,Can Tho,HIGH,91,FULL
C03320,Vu Tuan Vy,1983-06-28,Quang Ninh,HIGH,88,PARTIAL
C03321,Bui Thanh Hoang,1960-11-21,Ha Noi,LOW,31,FULL
C03322,Tran Thanh Linh,1990-08-15,Da Nang,LOW,5,FULL
C03323,Huynh Thi Phuc,1967-08-25,Dong Nai,LOW,86,FULL
C03324,Dang Hai Trang,1973-09-30,Da Nang,LOW,44,FULL
C03325,Dang Ngoc Long,1981-10-25,Ho Chi Minh,HIGH,50,PARTIAL
C03326,Phan Thi Bao,1971-03-10,Ho Chi Minh,HIGH,15,FULL
C03327,Vo Thanh An,1989-02-12,Vung Tau,LOW,29,FULL
C03328,Vo Hai Vy,1971-10-10,Ho Chi Minh,LOW,88,FULL
C03329,Do Duc Hoang,1972-02-20,Hue,LOW,44,FULL
C03330,Ho Ngoc Son,1997-06-15,Vung Tau,HIGH,40,FULL
C03331,Do Van Tung,2000-10-06,Da Nang,LOW,84,PARTIAL
C03332,Do Minh Huy,1979-11-02,Hai Phong,LOW,20,FULL
C03333,Pham Thu Tung,1980-02-29,Dong Nai,MEDIUM,46,FULL
C03334,Pham Khanh Bao,1998-12-22,Ho Chi Minh,LOW,17,FULL
C03335,Nguyen Van Khang,2004-09-08,Ho Chi Minh,LOW,75,FULL
C03336,Bui Huu Trang,1999-02-28,Hai Phong,LOW,32,FULL
C03337,Ho Gia Bao,1968-11-10,Hai Phong,LOW,9,FULL
C03338,Hoang Hai Khoa,1996-02-09,Ha Noi,LOW,93,FULL
C03339,Hoang Hai Kiet,1981-09-29,Hai Phong,MEDIUM,54,FULL
C03340,Bui Thanh Bao,1997-10-29,Hai Phong,LOW,58,PARTIAL
C03341,Ngo Xuan Khang,1979-04-14,Dong Nai,MEDIUM,87,FULL
C03342,Hoang Minh Nhung,1989-12-11,Da Nang,LOW,13,PARTIAL
C03343,Phan Tuan Nhung,1992-10-08,Dong Nai,LOW,95,FULL
C03344,Vu Thanh Nhung,1998-09-30,Quang Ninh,HIGH,73,FULL
C03345,Nguyen Hoang Lan,1979-02-19,Ho Chi Minh,MEDIUM,45,FULL
C03346,Duong Khanh Long,1978-10-30,Dong Nai,MEDIUM,61,FULL
C03347,Duong Hai Nhung,2004-03-15,Can Tho,LOW,39,PARTIAL
C03348,Duong Khanh Lan,2000-05-21,Hai Phong,MEDIUM,23,FULL
C03349,Huynh Ngoc Kiet,1992-09-28,Quang Ninh,HIGH,25,FULL
C03350,Ngo Ngoc Hoang,1984-01-02,Hai Phong,MEDIUM,19,PARTIAL
C03351,Le Van Dat,1984-10-11,Vung Tau,LOW,72,FULL
C03352,Nguyen Thu Son,1967-09-29,Ho Chi Minh,LOW,80,FULL
C03353,Vo Ngoc Huy,1988-07-06,Da Nang,MEDIUM,79,FULL
C03354,Bui Xuan Hoang,1985-08-03,Can Tho,LOW,41,FULL
C03355,Pham Van Phuc,1969-10-23,Quang Ninh,LOW,40,FULL
C03356,Ho Hai Nhung,1961-08-19,Vung Tau,LOW,13,FULL
C03357,Duong Hoang Son,1968-10-05,Ha Noi,MEDIUM,76,FULL
C03358,Dang Huu Binh,1982-06-07,Hai Phong,MEDIUM,34,FULL
C03359,Nguyen Khanh Vy,2002-09-19,Ho Chi Minh,MEDIUM,15,FULL
C03360,Duong Khanh Anh,2005-11-20,Quang Ninh,LOW,6,FULL
C03361,Hoang Hoang Khoa,1975-07-02,Dong Nai,MEDIUM,86,FULL
C03362,Pham Thu Anh,2000-10-10,Da Nang,LOW,81,FULL
C03363,Tran Thi Khang,1973-12-29,Hai Phong,LOW,69,PARTIAL
C03364,Vu Minh Son,1987-08-10,Vung Tau,LOW,85,FULL
C03365,Duong Tuan Linh,1998-05-19,Hue,LOW,82,FULL
